@relation Training-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute ID numeric
@attribute score_tag {P,N,NEU,NONE,P+,N+}
@attribute agreement {DISAGREEMENT,AGREEMENT}
@attribute subjectivity {SUBJECTIVE,OBJECTIVE}
@attribute confidence numeric
@attribute irony {NONIRONIC,IRONIC}
@attribute happy numeric
@attribute angry numeric
@attribute bored numeric
@attribute fear numeric
@attribute sad numeric
@attribute excited numeric
@attribute spam numeric
@attribute news numeric
@attribute feedback numeric
@attribute marketing numeric
@attribute query numeric
@attribute word_count numeric
@attribute words_per_sentence numeric
@attribute sentence_count numeric
@attribute six_plus_words numeric
@attribute emojis numeric
@attribute emoticons numeric
@attribute hashtags numeric
@attribute urls numeric
@attribute analytical_thinking numeric
@attribute authentic numeric
@attribute clout numeric
@attribute emotional_tone numeric
@attribute dictionary_words numeric
@attribute achievement numeric
@attribute adjectives numeric
@attribute adverbs numeric
@attribute affect numeric
@attribute affiliation numeric
@attribute all_punctuation numeric
@attribute anger_words numeric
@attribute anxiety_words numeric
@attribute apostrophes numeric
@attribute articles numeric
@attribute assent numeric
@attribute auxiliary_verbs numeric
@attribute biological_processes numeric
@attribute body numeric
@attribute causation numeric
@attribute certainty numeric
@attribute cognitive_processes numeric
@attribute colons numeric
@attribute commas numeric
@attribute comparisons numeric
@attribute conjunctions numeric
@attribute dashes numeric
@attribute death numeric
@attribute differentiation numeric
@attribute discrepancies numeric
@attribute drives numeric
@attribute exclamations numeric
@attribute family numeric
@attribute feel numeric
@attribute female numeric
@attribute filler_words numeric
@attribute focus_future numeric
@attribute focus_past numeric
@attribute focus_present numeric
@attribute friends numeric
@attribute function_words numeric
@attribute health numeric
@attribute hear numeric
@attribute home numeric
@attribute i numeric
@attribute impersonal_pronouns numeric
@attribute informal_language numeric
@attribute ingestion numeric
@attribute insight numeric
@attribute interrogatives numeric
@attribute leisure numeric
@attribute male numeric
@attribute money numeric
@attribute motion numeric
@attribute negations numeric
@attribute negative_emotion_words numeric
@attribute netspeak numeric
@attribute nonfluencies numeric
@attribute numbers numeric
@attribute other_grammar numeric
@attribute other_punctuation numeric
@attribute parentheses numeric
@attribute perceptual_processes numeric
@attribute periods numeric
@attribute personal_concerns numeric
@attribute personal_pronouns numeric
@attribute positive_emotion_words numeric
@attribute power numeric
@attribute prepositions numeric
@attribute pronouns numeric
@attribute quantifiers numeric
@attribute question_marks numeric
@attribute quotes numeric
@attribute relativity numeric
@attribute religion numeric
@attribute reward numeric
@attribute risk numeric
@attribute sad_words numeric
@attribute see numeric
@attribute semicolons numeric
@attribute sexual numeric
@attribute she_he numeric
@attribute social numeric
@attribute space numeric
@attribute swear_words numeric
@attribute tentative numeric
@attribute they numeric
@attribute time numeric
@attribute time_orientation numeric
@attribute verbs numeric
@attribute we numeric
@attribute work numeric
@attribute you numeric
@attribute admiration_count numeric
@attribute amusement_count numeric
@attribute anger_count numeric
@attribute boredom_count numeric
@attribute calmness_count numeric
@attribute curiosity_count numeric
@attribute desire_count numeric
@attribute disgust_count numeric
@attribute excitement_count numeric
@attribute fear_count numeric
@attribute gratitude_count numeric
@attribute joy_count numeric
@attribute love_count numeric
@attribute pain_count numeric
@attribute sadness_count numeric
@attribute surprise_count numeric
@attribute goodfeel_count numeric
@attribute ambifeel_count numeric
@attribute badfeel_count numeric
@attribute emotionality_count numeric
@attribute sentiment_count numeric
@attribute admiration_score numeric
@attribute amusement_score numeric
@attribute anger_score numeric
@attribute boredom_score numeric
@attribute calmness_score numeric
@attribute curiosity_score numeric
@attribute desire_score numeric
@attribute disgust_score numeric
@attribute excitement_score numeric
@attribute fear_score numeric
@attribute gratitude_score numeric
@attribute joy_score numeric
@attribute love_score numeric
@attribute pain_score numeric
@attribute sadness_score numeric
@attribute surprise_score numeric
@attribute goodfeel_score numeric
@attribute ambifeel_score numeric
@attribute badfeel_score numeric
@attribute emotionality_score numeric
@attribute sentiment_score numeric
@attribute non_emotion_score numeric
@attribute emotion_word_count numeric
@attribute Class {0,1}

@data
244,N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.056141,0.24222,0.083078,0.275952,0.195043,0.147565,0.151,0.434,0.337,0.039,0.039,1613,16.802083,96,0.347799,0,0,0.008679,0,91.076034,23.24749,76.774427,12.592444,0.769374,0.011779,0.035338,0.040298,0.050837,0.027278,0.244265,0.015499,0.0031,0.020459,0.066336,0,0.052077,0.019839,0.008679,0.012399,0.00806,0.059516,0.017979,0.059516,0.017359,0.047117,0,0,0.015499,0.00682,0.093614,0.0062,0,0.0062,0.00186,0,0.0062,0.035958,0.00372,0.00372,0.399256,0.00434,0.009299,0.00434,0.011779,0.023559,0.019839,0.00434,0.00744,0.012399,0.020459,0.017979,0.00682,0.021699,0.010539,0.029758,0.017359,0.00062,0.026658,0.210167,0.035958,0.009299,0.039678,0.053317,0.054557,0.052697,0.019839,0.043397,0.138872,0.076255,0.014879,0.00434,0.037198,0.153131,0.00062,0.016119,0.00372,0.0031,0.023559,0,0.00186,0.014879,0.098574,0.081215,0.00186,0.012399,0.011779,0.049597,0.104154,0.119653,0.0062,0.024179,0.00806,44.145,9,318.24,6,22,7,62.73,117.68,5.46,146.25,19.73,23.46,57.19,0,44.145,0,168.745,72.46,504.72,686.695,168.745,0.50186,0.170397,0.878976,0.120439,0.334256,0.137747,0.58875,0.728679,0.1108,0.769462,0.310475,0.348703,0.566194,0,0.48418,0,0.079012,0.033928,0.236326,0.321532,-0.915566,0.678468,164,0
245,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.096675,0.336263,0.120687,0.168527,0.181263,0.096586,0.193,0.19,0.417,0.102,0.098,432,20.571429,21,0.270833,0,0,0,0,90.271455,21.194626,87.168556,15.92328,0.770833,0.002315,0.013889,0.039352,0.025463,0.013889,0.222222,0.00463,0.002315,0.037037,0.05787,0.002315,0.06713,0.009259,0,0.009259,0.006944,0.071759,0.00463,0.039352,0.011574,0.039352,0.016204,0.002315,0.025463,0.016204,0.048611,0.002315,0.002315,0.002315,0,0,0.016204,0.034722,0,0,0.446759,0.009259,0.013889,0.00463,0.016204,0.032407,0.00463,0,0.013889,0.011574,0.016204,0.023148,0.006944,0.030093,0.006944,0.016204,0.002315,0,0.018519,0.201389,0.013889,0.00463,0.030093,0.048611,0.055556,0.06713,0.009259,0.027778,0.166667,0.099537,0.018519,0.00463,0.050926,0.138889,0.00463,0.006944,0.002315,0,0.013889,0,0,0.016204,0.12963,0.081019,0,0.020833,0.002315,0.043981,0.138889,0.141204,0,0.030093,0.032407,0,0,40.73,5,5,0,8,20,3,19,3,5,5,0,0,0,18,10,75.73,102.73,18,0,0,0.665263,0.196125,0.196125,0,0.280762,0.493902,0.127693,0.481087,0.127693,0.196125,0.196125,0,0.349274,0,0.035592,0.019773,0.149744,0.203132,-0.799348,0.796868,29,1
246,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.065607,0.300036,0.042935,0.214224,0.294661,0.082537,0.062,0.523,0.181,0.062,0.173,1118,20.703704,54,0.381038,0,0,0,0,93.8247,6.288603,70.74542,31.88896,0.733453,0.018784,0.045617,0.022361,0.046512,0.026834,0.152057,0.009839,0.004472,0.015206,0.076029,0,0.070662,0.007156,0.000894,0.026834,0.007156,0.091234,0.001789,0.042934,0.025045,0.043828,0.011628,0.000894,0.012522,0.013417,0.092129,0,0,0.003578,0.000894,0,0.031306,0.013417,0.000894,0.000894,0.423077,0.004472,0.000894,0.001789,0,0.046512,0.003578,0.000894,0.0161,0.018784,0.000894,0.007156,0.0161,0.021467,0.00805,0.021467,0.001789,0.000894,0.015206,0.194991,0.013417,0.003578,0.014311,0.044723,0.059928,0.025939,0.025045,0.038462,0.147585,0.072451,0.018784,0.005367,0.013417,0.109123,0.004472,0.009839,0.00805,0.002683,0.006261,0,0.000894,0.006261,0.059034,0.068873,0.000894,0.02415,0.002683,0.021467,0.115385,0.107335,0.0161,0.046512,0.000894,22.625,0,93.44,0,15,33.8,31.25,69.5,1.83,81.575,14.25,49.1,45.15,0,22.625,2,148.885,65.05,188.025,394.735,148.885,0.407743,0,0.739806,0,0.313392,0.507025,0.487418,0.678954,0.052748,0.712829,0.302462,0.599048,0.578747,0,0.523121,0.057367,0.105016,0.045883,0.132624,0.278427,-0.627466,0.721573,95,1
247,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.051361,0.213985,0.125634,0.245318,0.259642,0.104059,0.091,0.644,0.161,0.035,0.07,433,21.65,20,0.21709,0,0,0,0,79.849454,26.994534,71.042417,15.942373,0.877598,0.013857,0.066975,0.046189,0.046189,0.016166,0.136259,0.004619,0.004619,0.023095,0.090069,0.002309,0.090069,0.018476,0.006928,0.011547,0.009238,0.096998,0,0.04388,0.030023,0.055427,0.009238,0,0.023095,0.016166,0.066975,0,0.004619,0,0,0,0.011547,0.066975,0,0,0.512702,0.009238,0.004619,0.020785,0.020785,0.04157,0.004619,0,0.011547,0.009238,0.011547,0.039261,0.006928,0.018476,0.013857,0.025404,0,0,0.034642,0.295612,0,0,0.016166,0.048499,0.066975,0.076212,0.018476,0.030023,0.140878,0.117783,0.018476,0.002309,0.009238,0.170901,0,0.009238,0.002309,0.016166,0.011547,0,0,0.036952,0.096998,0.083141,0.002309,0.039261,0,0.076212,0.163972,0.168591,0.006928,0.034642,0.011547,16.75,0,8,4,0,20.71875,4,5,13.215625,10.625,9,1,16,0,16.75,1.625,55.965625,24.71875,50.625,126.684375,55.965625,0.455782,0,0.285714,0.166667,0,0.508826,0.166667,0.2,0.397874,0.346939,0.310345,0.047619,0.444444,0,0.583333,0.075145,0.105658,0.046667,0.095576,0.23917,0.274121,0.76083,30,1
248,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.226276,0.145272,0.02489,0.13894,0.11402,0.350601,0.056,0.609,0.262,0.06,0.012,2353,17.825758,132,0.331067,0,0,0,0,95.14484,38.525761,46.770081,38.624653,0.759031,0.011475,0.042924,0.035699,0.01955,0.0085,0.153846,0.00085,0.000425,0.00765,0.097323,0,0.066723,0.039524,0.00255,0.01785,0.01105,0.107522,0,0.065448,0.025499,0.049724,0,0.000425,0.029749,0.017,0.049299,0,0,0.006375,0,0,0.012325,0.045049,0.001275,0.001275,0.452614,0.019975,0.004675,0.002125,0.0034,0.043349,0.0017,0.014875,0.0187,0.008075,0.009775,0.00425,0.0034,0.017,0.0085,0.00595,0,0.001275,0.020399,0.202295,0.004675,0,0.023374,0.061623,0.039524,0.018275,0.013175,0.023799,0.147896,0.061623,0.022949,0.0017,0.01275,0.161921,0.000425,0.0051,0.003825,0.00085,0.007225,0,0.000425,0.00425,0.031024,0.099873,0.000425,0.026349,0.00765,0.046324,0.110922,0.110922,0.00255,0.025499,0.000425,40,0,46,0,10.75,68.4,16.6,60.75,33.88,52,19,28,20,0,40,53,129.63,138,167.15,423.78,129.63,0.437728,0,0.472372,0,0.173022,0.571042,0.244186,0.541777,0.397368,0.502994,0.269959,0.35273,0.280187,0,0.379314,0.507756,0.048536,0.05167,0.062585,0.158673,-0.508044,0.841327,106,0
249,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.261609,0.226879,0.033416,0.120307,0.112886,0.244903,0.008,0.943,0.024,0.021,0.005,471,22.428571,21,0.329087,0,0,0,0,96.024913,19.886884,87.851597,4.371971,0.821656,0.010616,0.031847,0.016985,0.04034,0.010616,0.195329,0.019108,0.004246,0.016985,0.091295,0,0.065817,0.006369,0,0.012739,0.010616,0.070064,0.004246,0.057325,0.019108,0.036093,0,0.008493,0.016985,0.008493,0.118896,0,0.002123,0.006369,0,0,0.008493,0.050955,0.002123,0.002123,0.456476,0.004246,0.014862,0.004246,0.010616,0.027601,0.004246,0,0.016985,0.004246,0.002123,0.076433,0,0.014862,0.010616,0.029724,0.002123,0,0.012739,0.178344,0,0,0.031847,0.07431,0.076433,0.063694,0.008493,0.084926,0.165605,0.091295,0.012739,0,0.042463,0.165605,0.006369,0.010616,0.010616,0.002123,0.008493,0,0.002123,0.042463,0.146497,0.099788,0.002123,0.016985,0,0.055202,0.112527,0.116773,0.004246,0.055202,0.006369,6,3,69.35,3,8,0,5.6,2,2,32,7,7,3,0,6,0,36,5.6,93.35,134.95,36,0.226467,0.127693,0.771894,0.127693,0.280762,0,0.21461,0.088913,0.088913,0.609595,0.254602,0.254602,0.127693,0,0.405869,0,0.062943,0.009791,0.163214,0.235947,-0.798286,0.764053,34,0
250,P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.120818,0.316512,0.064938,0.179418,0.161448,0.156867,0.03,0.525,0.107,0.304,0.035,790,21.944444,36,0.294937,0,0,0,0,96.267381,15.103677,73.241772,49.316456,0.812658,0.013924,0.05443,0.024051,0.048101,0.012658,0.16962,0.006329,0,0.018987,0.105063,0.001266,0.056962,0,0,0.011392,0.008861,0.067089,0,0.056962,0.021519,0.049367,0,0.001266,0.01519,0.016456,0.092405,0,0,0,0,0,0.007595,0.041772,0,0,0.425316,0,0.017722,0.002532,0.003797,0.039241,0.002532,0,0.007595,0.007595,0,0.032911,0.067089,0.022785,0.003797,0.017722,0,0.001266,0.053165,0.234177,0.011392,0,0.017722,0.056962,0.094937,0.03038,0.03038,0.050633,0.139241,0.06962,0.021519,0,0.025316,0.158228,0,0.010127,0.008861,0.003797,0,0,0,0.020253,0.079747,0.064557,0,0.008861,0.001266,0.073418,0.096203,0.1,0.005063,0.065823,0,26.7,0,29.05,0,11,4,3,17.075,0,14,3,18,57,0,26.7,0,93.7,7,75.05,175.75,93.7,0.498759,0,0.519838,0,0.290753,0.129732,0.10056,0.388883,0,0.342861,0.10056,0.401492,0.679925,0,0.501553,0,0.103109,0.007703,0.082586,0.193398,0.495699,0.806602,57,0
251,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.193357,0.211143,0.058383,0.134784,0.072548,0.329786,0.092,0.6,0.126,0.121,0.061,130,16.25,8,0.430769,0,0,0,0,81.379269,33.604396,70.498674,69.28022,0.746154,0.023077,0.038462,0.053846,0.069231,0.007692,0.253846,0.023077,0,0.015385,0.046154,0,0.069231,0.015385,0,0.023077,0.007692,0.107692,0,0.123077,0.030769,0.061538,0,0,0.023077,0.015385,0.084615,0,0,0,0,0,0.007692,0.023077,0,0,0.438462,0.015385,0.015385,0,0,0.061538,0.007692,0,0.023077,0,0.007692,0,0,0.023077,0.007692,0.023077,0.007692,0,0,0.192308,0.007692,0.007692,0.015385,0.053846,0.030769,0.023077,0.046154,0.053846,0.146154,0.084615,0.015385,0,0.046154,0.153846,0.007692,0.007692,0,0,0,0,0,0,0.069231,0.1,0,0.023077,0.007692,0.038462,0.107692,0.130769,0,0.015385,0.015385,7,0,15,0,3,0,0,0,0,0,3,0,1,0,7,0,11,0,20,31,11,0.35625,0,0.542513,0,0.191704,0,0,0,0,0,0.191704,0,0.073265,0,0,0,0.072848,0,0.13245,0.205298,-0.501553,0.794702,10,0
252,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.291569,0.090016,0.025837,0.105915,0.077006,0.409657,0.141,0.419,0.111,0.316,0.014,1568,21.189189,74,0.373724,0,0,0,0,96.66987,14.320424,66.318513,37.032502,0.779337,0.017219,0.047832,0.02551,0.031888,0.015944,0.184311,0.007015,0.001276,0.014668,0.090561,0.000638,0.054847,0.035077,0.002551,0.017857,0.007653,0.085459,0.004464,0.06824,0.029974,0.051658,0.004464,0.006378,0.022321,0.010842,0.091199,0,0.00574,0.001913,0.006378,0,0.012117,0.027423,0.001276,0.001276,0.417092,0.021684,0.005102,0.003827,0.002551,0.034439,0.003827,0.007015,0.015306,0.010842,0.00574,0.003189,0.007015,0.013393,0.007015,0.012117,0.002551,0.000638,0.037628,0.20727,0.014031,0.001276,0.017857,0.054209,0.069515,0.021684,0.018495,0.055485,0.152423,0.056122,0.019133,0.001276,0.021046,0.11926,0.002551,0.00574,0.003189,0.002551,0.010204,0.000638,0.006378,0.002551,0.063776,0.061862,0,0.021684,0.006378,0.044643,0.104592,0.098214,0.004464,0.047832,0.00574,49,0,129,0,14,20,34,41,1.83,99,14,6,41,0,49,9,125.83,65,219,400.83,125.83,0.560187,0,0.770284,0,0.266815,0.342051,0.469155,0.515913,0.045409,0.720153,0.266815,0.13492,0.515913,0,0.597041,0.18959,0.067475,0.034856,0.117437,0.214942,-0.774011,0.785058,104,1
253,N,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.045081,0.343468,0.266666,0.123034,0.13705,0.0847,0.003,0.957,0.014,0.01,0.015,144,20.571429,7,0.3125,0,0,0,0,81.62677,11.804131,88.106838,2.087347,0.708333,0,0.027778,0.055556,0.055556,0,0.097222,0.034722,0.006944,0,0.048611,0,0.083333,0,0,0.034722,0.013889,0.118056,0.013889,0.034722,0.020833,0.0625,0,0,0.020833,0.006944,0.027778,0.013889,0,0,0,0,0.006944,0.020833,0,0,0.451389,0,0.006944,0,0,0.034722,0,0,0.020833,0.013889,0,0,0,0.020833,0,0.041667,0,0,0.013889,0.194444,0,0,0.013889,0.027778,0.027778,0.048611,0.013889,0.020833,0.152778,0.083333,0.034722,0.006944,0,0.104167,0,0,0.013889,0,0.006944,0,0,0,0.090278,0.0625,0,0.041667,0,0.041667,0.125,0.104167,0,0.027778,0.048611,0,0,20.46,0,0,0,0,5,0,49,1,0,0,0,0,0,1,0,67.46,68.46,1,0,0,0.63359,0,0,0,0,0.29705,0,0.805495,0.077929,0,0,0,0,0,0.005039,0,0.339917,0.344956,-0.888187,0.655044,14,1
254,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.219841,0.152144,0.07676,0.142947,0.085807,0.3225,0.036,0.788,0.064,0.108,0.005,409,31.461538,13,0.420538,0,0,0,0,99,27.207851,79.702662,34.240695,0.753056,0.012225,0.026895,0.00489,0.03912,0.01956,0.100244,0.012225,0.00489,0.00489,0.107579,0,0.02445,0,0,0.00489,0.00489,0.01956,0.002445,0.01956,0.00978,0.031785,0,0,0.007335,0,0.127139,0,0,0,0,0,0.002445,0.036675,0,0,0.386308,0,0.002445,0.002445,0.007335,0.01956,0.002445,0,0.002445,0.007335,0.002445,0.007335,0.002445,0.01467,0,0.017115,0.002445,0,0.02934,0.134474,0.007335,0.00489,0.007335,0.041565,0.08313,0.02934,0.022005,0.05868,0.176039,0.0489,0.00489,0,0.01467,0.161369,0,0.017115,0.022005,0,0.002445,0.00489,0,0.00489,0.085575,0.090465,0,0,0.00489,0.05379,0.07824,0.06846,0.002445,0.07824,0.00978,5,0,46,0,22,0,22,0,5,29.075,5,4,14,0,5,0,50,22,63.075,117.075,50,0.236692,0,0.740448,0,0.577057,0,0.577057,0,0.236692,0.643259,0.236692,0.198763,0.464738,0,0,0,0.100995,0.044438,0.127405,0.236479,-0.53418,0.763521,31,1
255,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.089842,0.233846,0.076771,0.270422,0.224629,0.104489,0.028,0.669,0.153,0.084,0.066,307,25.583333,12,0.355049,0,0,0,0,92.960027,57.60152,81.039968,62.822174,0.811075,0.019544,0.045603,0.029316,0.019544,0.026059,0.185668,0,0,0.006515,0.04886,0,0.058632,0.003257,0.003257,0.016287,0.009772,0.091205,0,0.078176,0.029316,0.055375,0,0,0.022801,0.009772,0.074919,0,0,0,0,0,0.022801,0.009772,0,0,0.439739,0,0,0,0,0.032573,0.006515,0,0.026059,0.006515,0.013029,0.006515,0,0.022801,0,0,0.003257,0.003257,0.003257,0.18241,0.019544,0.003257,0.042345,0.039088,0.110749,0.055375,0.019544,0.026059,0.179153,0.087948,0.029316,0,0.039088,0.188925,0,0.003257,0,0,0.035831,0,0,0.006515,0.087948,0.117264,0,0.022801,0.026059,0.052117,0.107492,0.091205,0.013029,0.09772,0.009772,8,0,0,0,2,4,5,3,2,2,7,7,3,0,8,0,29,9,3,41,29,0.340542,0,0,0,0.114338,0.205213,0.243998,0.162233,0.114338,0.114338,0.311223,0.311223,0.162233,0,0,0,0.086567,0.026866,0.008955,0.122388,0.703569,0.877612,13,0
256,NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.204695,0.137115,0.057383,0.215773,0.101659,0.283375,0.14,0.617,0.187,0.039,0.017,1060,12.619048,84,0.30283,0,0,0,0,91.638646,7.946408,79.147799,5.573375,0.763208,0.020755,0.045283,0.032075,0.081132,0.016038,0.226415,0.013208,0.00566,0.033962,0.106604,0,0.05,0.013208,0.009434,0.015094,0.014151,0.076415,0.007547,0.062264,0.027358,0.05,0,0.000943,0.017925,0.006604,0.081132,0,0.003774,0.003774,0.006604,0,0.003774,0.041509,0.00283,0.00283,0.416981,0.000943,0.011321,0,0.00283,0.059434,0.007547,0.00283,0.012264,0.018868,0.026415,0.035849,0.000943,0.014151,0.006604,0.05,0.007547,0,0.013208,0.221698,0.003774,0,0.033019,0.080189,0.048113,0.037736,0.031132,0.040566,0.113208,0.09717,0.013208,0.00283,0.035849,0.123585,0.001887,0.013208,0.006604,0.031132,0.016981,0,0,0.024528,0.10283,0.072642,0,0.019811,0.004717,0.038679,0.113208,0.132075,0.001887,0.018868,0.003774,93.2,21.375,46,2,6,11,11,31,19.83,39.725,11.625,46,36.825,0,93.2,0,197.405,25,282.35,496.03,197.405,0.694549,0.342752,0.52881,0.046525,0.127693,0.211588,0.211588,0.430629,0.326056,0.492177,0.220954,0.52881,0.473251,0,0.809901,0,0.137275,0.017385,0.196345,0.344937,-0.745604,0.655063,118,0
257,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.27842,0.12639,0.040863,0.190657,0.12813,0.23554,0.06,0.736,0.128,0.05,0.026,683,13.134615,52,0.349927,0,0,0,0,68.873375,27.561851,96.946807,25.774194,0.855051,0.027818,0.033675,0.019034,0.077599,0.095168,0.147877,0.01757,0.013177,0.010249,0.052709,0.001464,0.064422,0.005857,0,0.016105,0.020498,0.080527,0.004392,0.035139,0.019034,0.06735,0,0,0.029283,0.007321,0.180088,0.002928,0.026354,0.002928,0.011713,0,0.014641,0.029283,0,0,0.471449,0.001464,0.002928,0.011713,0.021962,0.038067,0.002928,0.002928,0.008785,0.007321,0.008785,0.010249,0.010249,0.023426,0.014641,0.038067,0.001464,0,0.008785,0.203514,0.014641,0.001464,0.011713,0.071742,0.093704,0.10981,0.038067,0.048316,0.120059,0.147877,0.016105,0,0.007321,0.124451,0.008785,0.019034,0.007321,0.001464,0.005857,0,0,0.002928,0.18448,0.073206,0,0.005857,0.016105,0.033675,0.1347,0.1347,0.060029,0.06735,0.008785,46,0,71,0,8,3,12,43.7,6.56,89,23,4,61.75,0,46,0,121.31,15,176.43,310.74,121.31,0.587867,0,0.687658,0,0.198763,0.085109,0.271192,0.575386,0.169033,0.734026,0.416297,0.110348,0.656922,0,0.370739,0,0.132762,0.016416,0.193086,0.340075,-0.70736,0.659925,80,0
258,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.374759,0.095935,0,0.107493,0.137522,0.284291,0.043,0.569,0.208,0.164,0.015,215,30.714286,7,0.251163,0,0,0,0,93.25859,1,89.52389,83.597674,0.75814,0.009302,0.046512,0.013953,0.051163,0.060465,0.162791,0,0,0,0.102326,0.004651,0.055814,0.004651,0,0.018605,0.004651,0.07907,0.009302,0.055814,0.023256,0.051163,0.004651,0,0.013953,0.018605,0.097674,0,0,0,0.004651,0,0.018605,0.027907,0,0,0.413953,0,0,0,0,0.04186,0.004651,0.004651,0.013953,0.004651,0.069767,0,0,0,0,0.009302,0,0,0.037209,0.213953,0.013953,0,0.004651,0.051163,0.083721,0.051163,0.04186,0.009302,0.111628,0.093023,0.023256,0,0.027907,0.060465,0,0.018605,0.004651,0.009302,0.004651,0,0,0.004651,0.097674,0.023256,0,0.013953,0.004651,0.037209,0.111628,0.106977,0.04186,0.013953,0,40.025,0,8,0,0,0,9,3,0,0,19,0,19,0,40.025,0,48.025,9,24,81.025,48.025,0.771832,0,0.403385,0,0,0,0.432024,0.202263,0,0,0.61624,0,0.61624,0,0.574875,0,0.17462,0.032724,0.087265,0.29461,0.741705,0.70539,21,1
259,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.081725,0.343245,0.093975,0.14062,0.253059,0.087376,0.057,0.695,0.177,0.021,0.051,837,18.195652,46,0.308244,0,0,0.002389,0,94.107773,9.194068,87.915271,11.757031,0.793309,0.016726,0.031063,0.040621,0.046595,0.026284,0.207885,0.007168,0.001195,0.015532,0.081243,0,0.052569,0.02509,0.014337,0.009558,0.009558,0.050179,0.001195,0.088411,0.016726,0.031063,0,0.009558,0.008363,0.004779,0.111111,0.001195,0.014337,0.005974,0.034648,0,0.007168,0.058542,0.001195,0.001195,0.439665,0.004779,0.020311,0.005974,0.003584,0.038232,0.003584,0.001195,0.004779,0.016726,0.010753,0.009558,0.001195,0.019116,0.005974,0.028674,0.003584,0,0.029869,0.21147,0.009558,0,0.038232,0.062127,0.054958,0.056153,0.017921,0.054958,0.152927,0.094385,0.017921,0,0.029869,0.145759,0,0.007168,0.015532,0.003584,0.010753,0,0.008363,0.027479,0.125448,0.064516,0,0.017921,0.015532,0.063321,0.117085,0.111111,0.005974,0.032258,0.003584,17,0,185.8525,5,7.73,0,9,52.746094,5.75,107.6025,13,8,21,12,17,0,55.48,9,294.328594,358.808594,55.48,0.359169,0,0.859696,0.141517,0.203092,0,0.228824,0.634902,0.159361,0.780101,0.300013,0.208706,0.409106,0.283477,0.631593,0,0.049811,0.00808,0.264254,0.322146,-0.917603,0.677854,82,0
260,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.056125,0.323889,0.081715,0.18258,0.271725,0.083966,0.039,0.69,0.088,0.031,0.151,328,27.333333,12,0.259146,0,0,0,0,92.060853,40.201301,59.636098,30.944251,0.786585,0.039634,0.027439,0.04878,0.057927,0.012195,0.131098,0,0.006098,0.027439,0.079268,0.003049,0.082317,0.018293,0,0.015244,0.018293,0.112805,0.012195,0.033537,0.02439,0.030488,0.006098,0,0.018293,0.012195,0.082317,0,0,0,0,0,0.015244,0.039634,0,0,0.463415,0.012195,0.006098,0,0.015244,0.036585,0.012195,0.006098,0.033537,0.006098,0,0,0.006098,0.015244,0.009146,0.027439,0.003049,0.006098,0.027439,0.240854,0.006098,0.003049,0.033537,0.039634,0.042683,0.04878,0.030488,0.021341,0.164634,0.085366,0.009146,0.003049,0,0.140244,0,0.027439,0.006098,0.012195,0.027439,0,0,0,0.04878,0.064024,0,0.033537,0.015244,0.060976,0.155488,0.164634,0.012195,0.036585,0.006098,15,0,14,2,0,4.375,0,0.275,0,30.275,8,0,0,0,15,1,17,4.375,57.275,77.65,17,0.491933,0,0.474706,0.114338,0,0.220215,0,0.017442,0,0.661504,0.340542,0,0,0,0.635415,0.060636,0.044427,0.011433,0.14968,0.202927,-0.786169,0.797073,23,1
